seed_percent,replication,num_seeds,expand_window,reached_in_window,reached_proportion
0.6000000000000001,22,3069,3,4493,0.8925307906237584
0.6000000000000001,22,3069,5,4523,0.8984902661899086
0.6000000000000001,22,3069,9,4542,0.902264600715137
0.6000000000000001,22,3069,15,4545,0.9028605482717521
0.6000000000000001,22,3069,25,4546,0.9030591974572905
0.6000000000000001,23,3160,0,4229,0.8400874056416369
0.6000000000000001,23,3160,1,4409,0.8758442590385379
0.6000000000000001,23,3160,2,4472,0.8883591577274533
0.6000000000000001,23,3160,3,4504,0.8947159316646802
0.6000000000000001,23,3160,5,4518,0.8974970202622169
0.6000000000000001,23,3160,9,4542,0.902264600715137
0.6000000000000001,23,3160,15,4543,0.9024632499006754
0.6000000000000001,23,3160,25,4543,0.9024632499006754
0.6000000000000001,24,3270,0,4237,0.8416765991259436
0.6000000000000001,24,3270,1,4462,0.88637266587207
0.6000000000000001,24,3270,2,4523,0.8984902661899086
0.6000000000000001,24,3270,3,4559,0.9056416368692889
0.6000000000000001,24,3270,5,4579,0.9096146205800556
0.6000000000000001,24,3270,9,4592,0.912197059992054
0.6000000000000001,24,3270,15,4596,0.9129916567342073
0.6000000000000001,24,3270,25,4596,0.9129916567342073
0.6000000000000001,25,3201,0,4150,0.824394119984108
0.6000000000000001,25,3201,1,4319,0.8579658323400874
0.6000000000000001,25,3201,2,4354,0.8649185538339292
0.6000000000000001,25,3201,3,4366,0.8673023440603893
0.6000000000000001,25,3201,5,4377,0.8694874851013111
0.6000000000000001,25,3201,9,4383,0.8706793802145412
0.6000000000000001,25,3201,15,4389,0.8718712753277712
0.6000000000000001,25,3201,25,4391,0.8722685736988478
0.6000000000000001,26,2856,0,3950,0.7846642828764402
0.6000000000000001,26,2856,1,4179,0.8301549463647199
0.6000000000000001,26,2856,2,4238,0.841875248311482
0.6000000000000001,26,2856,3,4269,0.8480333730631704
0.6000000000000001,26,2856,5,4277,0.8496225665474771
0.6000000000000001,26,2856,9,4290,0.8522050059594756
0.6000000000000001,26,2856,15,4294,0.8529996027016289
0.6000000000000001,26,2856,25,4295,0.8531982518871672
0.6000000000000001,27,2802,0,3959,0.7864521255462853
0.6000000000000001,27,2802,1,4158,0.8259833134684148
0.6000000000000001,27,2802,2,4210,0.8363130711164084
0.6000000000000001,27,2802,3,4239,0.8420738974970202
0.6000000000000001,27,2802,5,4260,0.8462455303933254
0.6000000000000001,27,2802,9,4279,0.8500198649185539
0.6000000000000001,27,2802,15,4279,0.8500198649185539
0.6000000000000001,27,2802,25,4279,0.8500198649185539
0.6000000000000001,28,3047,0,4121,0.8186332936034962
0.6000000000000001,28,3047,1,4361,0.8663090981326976
0.6000000000000001,28,3047,2,4428,0.8796185935637664
0.6000000000000001,28,3047,3,4463,0.8865713150576082
0.6000000000000001,28,3047,5,4502,0.8943186332936035
0.6000000000000001,28,3047,9,4526,0.8990862137465236
0.6000000000000001,28,3047,15,4534,0.9006754072308304
0.6000000000000001,28,3047,25,4534,0.9006754072308304
0.6000000000000001,29,3077,0,4097,0.8138657131505761
0.6000000000000001,29,3077,1,4284,0.8510131108462455
0.6000000000000001,29,3077,2,4346,0.8633293603496226
0.6000000000000001,29,3077,3,4370,0.8680969408025427
0.6000000000000001,29,3077,5,4398,0.8736591179976162
0.6000000000000001,29,3077,9,4410,0.8760429082240763
0.6000000000000001,29,3077,15,4414,0.8768375049662296
0.6000000000000001,29,3077,25,4414,0.8768375049662296
0.6000000000000001,30,2646,0,3804,0.7556615017878426
0.6000000000000001,30,2646,1,3990,0.7926102502979738
0.6000000000000001,30,2646,2,4066,0.8077075883988876
0.6000000000000001,30,2646,3,4102,0.8148589590782678
0.6000000000000001,30,2646,5,4124,0.8192292411601112
0.6000000000000001,30,2646,9,4158,0.8259833134684148
0.6000000000000001,30,2646,15,4166,0.8275725069527214
0.6000000000000001,30,2646,25,4166,0.8275725069527214
0.6000000000000001,31,2978,0,4108,0.8160508541914978
0.6000000000000001,31,2978,1,4312,0.856575288041319
0.6000000000000001,31,2978,2,4352,0.8645212554628526
0.6000000000000001,31,2978,3,4385,0.8710766785856178
0.6000000000000001,31,2978,5,4397,0.8734604688120778
0.6000000000000001,31,2978,9,4424,0.878823996821613
0.6000000000000001,31,2978,15,4430,0.8800158919348431
0.6000000000000001,31,2978,25,4430,0.8800158919348431
0.6000000000000001,32,3297,0,4359,0.865911799761621
0.6000000000000001,32,3297,1,4576,0.9090186730234406
0.6000000000000001,32,3297,2,4627,0.9191497814858959
0.6000000000000001,32,3297,3,4659,0.9255065554231228
0.6000000000000001,32,3297,5,4685,0.9306714342471196
0.6000000000000001,32,3297,9,4706,0.9348430671434247
0.6000000000000001,32,3297,15,4710,0.9356376638855781
0.6000000000000001,32,3297,25,4712,0.9360349622566547
0.6000000000000001,33,2820,0,3934,0.7814858959078268
0.6000000000000001,33,2820,1,4193,0.8329360349622567
0.6000000000000001,33,2820,2,4274,0.8490266189908622
0.6000000000000001,33,2820,3,4323,0.8587604290822408
0.6000000000000001,33,2820,5,4343,0.8627334127930075
0.6000000000000001,33,2820,9,4366,0.8673023440603893
0.6000000000000001,33,2820,15,4369,0.8678982916170044
0.6000000000000001,33,2820,25,4370,0.8680969408025427
0.6000000000000001,34,2865,0,3860,0.7667858561779897
0.6000000000000001,34,2865,1,4062,0.8069129916567342
0.6000000000000001,34,2865,2,4117,0.8178386968613429
0.6000000000000001,34,2865,3,4161,0.8265792610250298
0.6000000000000001,34,2865,5,4217,0.8377036154151768
0.6000000000000001,34,2865,9,4243,0.8428684942391736
0.6000000000000001,34,2865,15,4251,0.8444576877234803
0.6000000000000001,34,2865,25,4252,0.8446563369090186
0.6000000000000001,35,3145,0,4176,0.8295589988081049
0.6000000000000001,35,3145,1,4435,0.8810091378625348
0.6000000000000001,35,3145,2,4519,0.8976956694477553
0.6000000000000001,35,3145,3,4546,0.9030591974572905
0.6000000000000001,35,3145,5,4570,0.9078267779102106
0.6000000000000001,35,3145,9,4595,0.9127930075486691
0.6000000000000001,35,3145,15,4600,0.9137862534763608
0.6000000000000001,35,3145,25,4600,0.9137862534763608
0.6000000000000001,36,3294,0,4319,0.8579658323400874
0.6000000000000001,36,3294,1,4478,0.8895510528406834
0.6000000000000001,36,3294,2,4545,0.9028605482717521
0.6000000000000001,36,3294,3,4575,0.9088200238379023
0.6000000000000001,36,3294,5,4612,0.9161700437028208
0.6000000000000001,36,3294,9,4626,0.9189511323003575
0.6000000000000001,36,3294,15,4630,0.919745729042511
0.6000000000000001,36,3294,25,4630,0.919745729042511
0.6000000000000001,37,2890,0,3905,0.775725069527215
0.6000000000000001,37,2890,1,4107,0.8158522050059595
0.6000000000000001,37,2890,2,4174,0.8291617004370282
0.6000000000000001,37,2890,3,4221,0.8384982121573301
0.6000000000000001,37,2890,5,4279,0.8500198649185539
0.6000000000000001,37,2890,9,4302,0.8545887961859356
0.6000000000000001,37,2890,15,4312,0.856575288041319
0.6000000000000001,37,2890,25,4312,0.856575288041319
0.6000000000000001,38,3202,0,4240,0.8422725466825586
0.6000000000000001,38,3202,1,4422,0.8784266984505363
0.6000000000000001,38,3202,2,4481,0.8901470003972983
0.6000000000000001,38,3202,3,4509,0.8957091775923719
0.6000000000000001,38,3202,5,4537,0.9012713547874454
0.6000000000000001,38,3202,9,4551,0.9040524433849821
0.6000000000000001,38,3202,15,4554,0.9046483909415971
0.6000000000000001,38,3202,25,4554,0.9046483909415971
0.6000000000000001,39,2866,0,3932,0.7810885975367501
0.6000000000000001,39,2866,1,4132,0.820818434644418
0.6000000000000001,39,2866,2,4179,0.8301549463647199
0.6000000000000001,39,2866,3,4201,0.8345252284465634
0.6000000000000001,39,2866,5,4220,0.8382995629717919
0.6000000000000001,39,2866,9,4234,0.8410806515693285
0.6000000000000001,39,2866,15,4244,0.843067143424712
0.6000000000000001,39,2866,25,4246,0.8434644417957886
0.6000000000000001,40,3321,0,4276,0.8494239173619388
0.6000000000000001,40,3321,1,4486,0.8911402463249901
0.6000000000000001,40,3321,2,4547,0.9032578466428287
0.6000000000000001,40,3321,3,4586,0.911005164878824
0.6000000000000001,40,3321,5,4593,0.9123957091775924
0.6000000000000001,40,3321,9,4601,0.9139849026618991
0.6000000000000001,40,3321,15,4603,0.9143822010329757
0.6000000000000001,40,3321,25,4603,0.9143822010329757
0.6000000000000001,41,3343,0,4396,0.8732618196265395
0.6000000000000001,41,3343,1,4587,0.9112038140643623
0.6000000000000001,41,3343,2,4626,0.9189511323003575
0.6000000000000001,41,3343,3,4640,0.9217322208978943
0.6000000000000001,41,3343,5,4650,0.9237187127532777
0.6000000000000001,41,3343,9,4667,0.9270957489074295
0.6000000000000001,41,3343,15,4669,0.9274930472785061
0.6000000000000001,41,3343,25,4670,0.9276916964640445
0.6000000000000001,42,3325,0,4305,0.8551847437425506
0.6000000000000001,42,3325,1,4501,0.8941199841080651
0.6000000000000001,42,3325,2,4561,0.9060389352403655
0.6000000000000001,42,3325,3,4597,0.9131903059197457
0.6000000000000001,42,3325,5,4638,0.9213349225268176
0.6000000000000001,42,3325,9,4661,0.9259038537941995
0.6000000000000001,42,3325,15,4664,0.9264998013508144
0.6000000000000001,42,3325,25,4664,0.9264998013508144
0.6000000000000001,43,3037,0,4230,0.8402860548271752
0.6000000000000001,43,3037,1,4440,0.8820023837902264
0.6000000000000001,43,3037,2,4518,0.8974970202622169
0.6000000000000001,43,3037,3,4555,0.9048470401271355
0.6000000000000001,43,3037,5,4576,0.9090186730234406
0.6000000000000001,43,3037,9,4586,0.911005164878824
0.6000000000000001,43,3037,15,4592,0.912197059992054
0.6000000000000001,43,3037,25,4592,0.912197059992054
0.6000000000000001,44,2941,0,4152,0.8247914183551848
0.6000000000000001,44,2941,1,4364,0.8669050456893127
0.6000000000000001,44,2941,2,4448,0.8835915772745332
0.6000000000000001,44,2941,3,4489,0.8917361938816051
0.6000000000000001,44,2941,5,4526,0.8990862137465236
0.6000000000000001,44,2941,9,4545,0.9028605482717521
0.6000000000000001,44,2941,15,4549,0.9036551450139054
0.6000000000000001,44,2941,25,4549,0.9036551450139054
0.6000000000000001,45,3224,0,4306,0.855383392928089
0.6000000000000001,45,3224,1,4503,0.8945172824791419
0.6000000000000001,45,3224,2,4556,0.9050456893126738
0.6000000000000001,45,3224,3,4586,0.911005164878824
0.6000000000000001,45,3224,5,4616,0.9169646404449742
0.6000000000000001,45,3224,9,4628,0.9193484306714342
0.6000000000000001,45,3224,15,4630,0.919745729042511
0.6000000000000001,45,3224,25,4630,0.919745729042511
0.6000000000000001,46,3032,0,4055,0.8055224473579659
0.6000000000000001,46,3032,1,4227,0.8396901072705601
0.6000000000000001,46,3032,2,4270,0.8482320222487088
0.6000000000000001,46,3032,3,4291,0.8524036551450139
0.6000000000000001,46,3032,5,4319,0.8579658323400874
0.6000000000000001,46,3032,9,4339,0.8619388160508542
0.6000000000000001,46,3032,15,4340,0.8621374652363926
0.6000000000000001,46,3032,25,4340,0.8621374652363926
0.6000000000000001,47,3131,0,4184,0.8311481922924115
0.6000000000000001,47,3131,1,4410,0.8760429082240763
0.6000000000000001,47,3131,2,4471,0.888160508541915
0.6000000000000001,47,3131,3,4496,0.8931267381803735
0.6000000000000001,47,3131,5,4520,0.8978943186332936
0.6000000000000001,47,3131,9,4546,0.9030591974572905
0.6000000000000001,47,3131,15,4549,0.9036551450139054
0.6000000000000001,47,3131,25,4549,0.9036551450139054
0.6000000000000001,48,2861,0,3912,0.7771156138259833
0.6000000000000001,48,2861,1,4130,0.8204211362733412
0.6000000000000001,48,2861,2,4191,0.8325387365911799
0.6000000000000001,48,2861,3,4227,0.8396901072705601
0.6000000000000001,48,2861,5,4269,0.8480333730631704
0.6000000000000001,48,2861,9,4298,0.8537941994437823
0.6000000000000001,48,2861,15,4302,0.8545887961859356
0.6000000000000001,48,2861,25,4302,0.8545887961859356
0.6000000000000001,49,3099,0,4161,0.8265792610250298
0.6000000000000001,49,3099,1,4380,0.8700834326579261
0.6000000000000001,49,3099,2,4429,0.8798172427493047
0.6000000000000001,49,3099,3,4453,0.8845848232022249
0.6000000000000001,49,3099,5,4471,0.888160508541915
0.6000000000000001,49,3099,9,4483,0.890544298768375
0.6000000000000001,49,3099,15,4488,0.8915375446960667
0.6000000000000001,49,3099,25,4488,0.8915375446960667
0.6000000000000001,50,3186,0,4233,0.8408820023837902
0.6000000000000001,50,3186,1,4467,0.8873659117997617
0.6000000000000001,50,3186,2,4523,0.8984902661899086
0.6000000000000001,50,3186,3,4575,0.9088200238379023
0.6000000000000001,50,3186,5,4599,0.9135876042908224
0.6000000000000001,50,3186,9,4616,0.9169646404449742
0.6000000000000001,50,3186,15,4619,0.9175605880015892
0.6000000000000001,50,3186,25,4619,0.9175605880015892
0.6500000000000001,1,3028,0,4023,0.799165673420739
0.6500000000000001,1,3028,1,4212,0.8367103694874851
0.6500000000000001,1,3028,2,4264,0.8470401271354787
0.6500000000000001,1,3028,3,4287,0.8516090584028605
0.6500000000000001,1,3028,5,4315,0.8571712355979341
0.6500000000000001,1,3028,9,4336,0.8613428684942391
0.6500000000000001,1,3028,15,4338,0.8617401668653158
0.6500000000000001,1,3028,25,4338,0.8617401668653158
0.6500000000000001,2,3259,0,4219,0.8381009137862535
0.6500000000000001,2,3259,1,4391,0.8722685736988478
0.6500000000000001,2,3259,2,4431,0.8802145411203814
0.6500000000000001,2,3259,3,4466,0.8871672626142233
0.6500000000000001,2,3259,5,4497,0.8933253873659118
0.6500000000000001,2,3259,9,4506,0.8951132300357568
0.6500000000000001,2,3259,15,4507,0.8953118792212952
0.6500000000000001,2,3259,25,4507,0.8953118792212952
0.6500000000000001,3,3181,0,4197,0.83373063170441
0.6500000000000001,3,3181,1,4347,0.863528009535161
0.6500000000000001,3,3181,2,4395,0.8730631704410012
0.6500000000000001,3,3181,3,4421,0.878228049264998
0.6500000000000001,3,3181,5,4441,0.8822010329757648
0.6500000000000001,3,3181,9,4461,0.8861740166865316
0.6500000000000001,3,3181,15,4466,0.8871672626142233
0.6500000000000001,3,3181,25,4466,0.8871672626142233
0.6500000000000001,4,3095,0,4073,0.809098132697656
0.6500000000000001,4,3095,1,4281,0.8504171632896305
0.6500000000000001,4,3095,2,4335,0.8611442193087009
0.6500000000000001,4,3095,3,4361,0.8663090981326976
0.6500000000000001,4,3095,5,4379,0.8698847834723877
0.6500000000000001,4,3095,9,4390,0.8720699245133094
0.6500000000000001,4,3095,15,4393,0.8726658720699245
0.6500000000000001,4,3095,25,4395,0.8730631704410012
0.6500000000000001,5,3405,0,4342,0.8625347636074692
0.6500000000000001,5,3405,1,4518,0.8974970202622169
0.6500000000000001,5,3405,2,4560,0.9058402860548271
0.6500000000000001,5,3405,3,4590,0.9117997616209773
0.6500000000000001,5,3405,5,4636,0.920937624155741
0.6500000000000001,5,3405,9,4654,0.9245133094954311
0.6500000000000001,5,3405,15,4658,0.9253079062375844
0.6500000000000001,5,3405,25,4658,0.9253079062375844
0.6500000000000001,6,3527,0,4423,0.8786253476360747
0.6500000000000001,6,3527,1,4611,0.9159713945172825
0.6500000000000001,6,3527,2,4663,0.9263011521652761
0.6500000000000001,6,3527,3,4686,0.930870083432658
0.6500000000000001,6,3527,5,4720,0.9376241557409615
0.6500000000000001,6,3527,9,4755,0.9445768772348033
0.6500000000000001,6,3527,15,4760,0.945570123162495
0.6500000000000001,6,3527,25,4760,0.945570123162495
0.6500000000000001,7,3616,0,4520,0.8978943186332936
0.6500000000000001,7,3616,1,4690,0.9316646801748113
0.6500000000000001,7,3616,2,4739,0.9413984902661899
0.6500000000000001,7,3616,3,4760,0.945570123162495
0.6500000000000001,7,3616,5,4787,0.9509336511720302
0.6500000000000001,7,3616,9,4803,0.9541120381406436
0.6500000000000001,7,3616,15,4807,0.954906634882797
0.6500000000000001,7,3616,25,4808,0.9551052840683353
0.6500000000000001,8,3266,0,4282,0.8506158124751688
0.6500000000000001,8,3266,1,4466,0.8871672626142233
0.6500000000000001,8,3266,2,4539,0.9016686531585221
0.6500000000000001,8,3266,3,4577,0.909217322208979
0.6500000000000001,8,3266,5,4611,0.9159713945172825
0.6500000000000001,8,3266,9,4632,0.9201430274135876
0.6500000000000001,8,3266,15,4634,0.9205403257846643
0.6500000000000001,8,3266,25,4635,0.9207389749702026
0.6500000000000001,9,3523,0,4397,0.8734604688120778
0.6500000000000001,9,3523,1,4570,0.9078267779102106
0.6500000000000001,9,3523,2,4629,0.9195470798569726
0.6500000000000001,9,3523,3,4653,0.9243146603098927
0.6500000000000001,9,3523,5,4685,0.9306714342471196
0.6500000000000001,9,3523,9,4697,0.9330552244735797
0.6500000000000001,9,3523,15,4699,0.9334525228446563
0.6500000000000001,9,3523,25,4700,0.9336511720301947
0.6500000000000001,10,3176,0,4205,0.8353198251887167
0.6500000000000001,10,3176,1,4415,0.8770361541517679
0.6500000000000001,10,3176,2,4463,0.8865713150576082
0.6500000000000001,10,3176,3,4495,0.8929280889948351
0.6500000000000001,10,3176,5,4525,0.8988875645609853
0.6500000000000001,10,3176,9,4546,0.9030591974572905
0.6500000000000001,10,3176,15,4548,0.9034564958283671
0.6500000000000001,10,3176,25,4551,0.9040524433849821
0.6500000000000001,11,3470,0,4408,0.8756456098529996
0.6500000000000001,11,3470,1,4557,0.9052443384982122
0.6500000000000001,11,3470,2,4611,0.9159713945172825
0.6500000000000001,11,3470,3,4629,0.9195470798569726
0.6500000000000001,11,3470,5,4648,0.92332141438220106
0.6500000000000001,11,3470,9,4662,0.9261025029797377
0.6500000000000001,11,3470,15,4666,0.9268970997218912
0.6500000000000001,11,3470,25,4667,0.9270957489074295
0.6500000000000001,12,3400,0,4323,0.8587604290822408
0.6500000000000001,12,3400,1,4501,0.8941199841080651
0.6500000000000001,12,3400,2,4559,0.9056416368692889
0.6500000000000001,12,3400,3,4581,0.9100119189511323
0.6500000000000001,12,3400,5,4602,0.9141835518474374
0.6500000000000001,12,3400,9,4617,0.9171632896305125
0.6500000000000001,12,3400,15,4622,0.9181565355582042
0.6500000000000001,12,3400,25,4622,0.9181565355582042
0.6500000000000001,13,3404,0,4333,0.8607469209376242
0.6500000000000001,13,3404,1,4507,0.8953118792212952
0.6500000000000001,13,3404,2,4557,0.9052443384982122
0.6500000000000001,13,3404,3,4582,0.9102105681366707
0.6500000000000001,13,3404,5,4620,0.9177592371871275
0.6500000000000001,13,3404,9,4641,0.9219308700834327
0.6500000000000001,13,3404,15,4647,0.9231227651966627
0.6500000000000001,13,3404,25,4647,0.9231227651966627
0.6500000000000001,14,3400,0,4388,0.8716726261422328
0.6500000000000001,14,3400,1,4570,0.9078267779102106
0.6500000000000001,14,3400,2,4618,0.9173619388160509
0.6500000000000001,14,3400,3,4646,0.9229241160111243
0.6500000000000001,14,3400,5,4665,0.9266984505363528
0.6500000000000001,14,3400,9,4685,0.9306714342471196
0.6500000000000001,14,3400,15,4691,0.9318633293603497
0.6500000000000001,14,3400,25,4693,0.9322606277314263
0.6500000000000001,15,3372,0,4310,0.8561779896702424
0.6500000000000001,15,3372,1,4493,0.8925307906237584
0.6500000000000001,15,3372,2,4550,0.9038537941994438
0.6500000000000001,15,3372,3,4572,0.9082240762812872
0.6500000000000001,15,3372,5,4597,0.9131903059197457
0.6500000000000001,15,3372,9,4624,0.9185538339292809
0.6500000000000001,15,3372,15,4628,0.9193484306714342
0.6500000000000001,15,3372,25,4629,0.9195470798569726
0.6500000000000001,16,2935,0,3944,0.7834723877632102
0.6500000000000001,16,2935,1,4157,0.8257846642828764
0.6500000000000001,16,2935,2,4233,0.8408820023837902
0.6500000000000001,16,2935,3,4272,0.8486293206197855
0.6500000000000001,16,2935,5,4312,0.856575288041319
0.6500000000000001,16,2935,9,4325,0.8591577274533174
0.6500000000000001,16,2935,15,4330,0.8601509733810091
0.6500000000000001,16,2935,25,4330,0.8601509733810091
0.6500000000000001,17,3418,0,4456,0.8851807707588399
0.6500000000000001,17,3418,1,4620,0.9177592371871275
0.6500000000000001,17,3418,2,4666,0.9268970997218912
0.6500000000000001,17,3418,3,4691,0.9318633293603497
0.6500000000000001,17,3418,5,4720,0.9376241557409615
0.6500000000000001,17,3418,9,4729,0.9394119984108065
0.6500000000000001,17,3418,15,4737,0.9410011918951132
0.6500000000000001,17,3418,25,4737,0.9410011918951132
0.6500000000000001,18,3101,0,3979,0.790425109257052
0.6500000000000001,18,3101,1,4133,0.8210170838299563
0.6500000000000001,18,3101,2,4173,0.8289630512514898
0.6500000000000001,18,3101,3,4193,0.8329360349622567
0.6500000000000001,18,3101,5,4208,0.8359157727453318
0.6500000000000001,18,3101,9,4231,0.8404847040127136
0.6500000000000001,18,3101,15,4232,0.8406833531982519
0.6500000000000001,18,3101,25,4232,0.8406833531982519
0.6500000000000001,19,3521,0,4446,0.8831942789034565
0.6500000000000001,19,3521,1,4607,0.9151767977751292
0.6500000000000001,19,3521,2,4657,0.925109257052046
0.6500000000000001,19,3521,3,4678,0.9292808899483512
0.6500000000000001,19,3521,5,4696,0.9328565752880413
0.6500000000000001,19,3521,9,4719,0.9374255065554231
0.6500000000000001,19,3521,15,4728,0.9392133492252682
0.6500000000000001,19,3521,25,4731,0.9398092967818832
0.6500000000000001,20,3233,0,4194,0.833134684147795
0.6500000000000001,20,3233,1,4389,0.8718712753277712
0.6500000000000001,20,3233,2,4436,0.8812077870480731
0.6500000000000001,20,3233,3,4475,0.8889551052840683
0.6500000000000001,20,3233,5,4506,0.8951132300357568
0.6500000000000001,20,3233,9,4530,0.899880810488677
0.6500000000000001,20,3233,15,4532,0.9002781088597537
0.6500000000000001,20,3233,25,4532,0.9002781088597537
0.6500000000000001,21,3294,0,4237,0.8416765991259436
0.6500000000000001,21,3294,1,4428,0.8796185935637664
0.6500000000000001,21,3294,2,4487,0.8913388955105284
0.6500000000000001,21,3294,3,4520,0.8978943186332936
0.6500000000000001,21,3294,5,4542,0.902264600715137
0.6500000000000001,21,3294,9,4552,0.9042510925705205
0.6500000000000001,21,3294,15,4553,0.9044497417560587
0.6500000000000001,21,3294,25,4553,0.9044497417560587
0.6500000000000001,22,3460,0,4347,0.863528009535161
0.6500000000000001,22,3460,1,4549,0.9036551450139054
0.6500000000000001,22,3460,2,4591,0.9119984108065157
0.6500000000000001,22,3460,3,4643,0.9223281684545094
0.6500000000000001,22,3460,5,4698,0.933253873659118
0.6500000000000001,22,3460,9,4724,0.9384187524831148
0.6500000000000001,22,3460,15,4725,0.9386174016686532
0.6500000000000001,22,3460,25,4725,0.9386174016686532
0.6500000000000001,23,3605,0,4395,0.8730631704410012
0.6500000000000001,23,3605,1,4549,0.9036551450139054
0.6500000000000001,23,3605,2,4603,0.9143822010329757
0.6500000000000001,23,3605,3,4621,0.9179578863726658
0.6500000000000001,23,3605,5,4640,0.9217322208978943
0.6500000000000001,23,3605,9,4659,0.9255065554231228
0.6500000000000001,23,3605,15,4665,0.9266984505363528
0.6500000000000001,23,3605,25,4665,0.9266984505363528
0.6500000000000001,24,3050,0,4085,0.811481922924116
0.6500000000000001,24,3050,1,4291,0.8524036551450139
0.6500000000000001,24,3050,2,4341,0.8623361144219309
0.6500000000000001,24,3050,3,4369,0.8678982916170044
0.6500000000000001,24,3050,5,4395,0.8730631704410012
0.6500000000000001,24,3050,9,4415,0.8770361541517679
0.6500000000000001,24,3050,15,4422,0.8784266984505363
0.6500000000000001,24,3050,25,4424,0.878823996821613
0.6500000000000001,25,3180,0,4108,0.8160508541914978
0.6500000000000001,25,3180,1,4279,0.8500198649185539
0.6500000000000001,25,3180,2,4328,0.8597536750099325
0.6500000000000001,25,3180,3,4348,0.8637266587206992
0.6500000000000001,25,3180,5,4367,0.8675009932459277
0.6500000000000001,25,3180,9,4391,0.8722685736988478
0.6500000000000001,25,3180,15,4398,0.8736591179976162
0.6500000000000001,25,3180,25,4400,0.8740564163686929
0.6500000000000001,26,3044,0,4061,0.8067143424711959
0.6500000000000001,26,3044,1,4260,0.8462455303933254
0.6500000000000001,26,3044,2,4337,0.8615415176797775
0.6500000000000001,26,3044,3,4366,0.8673023440603893
0.6500000000000001,26,3044,5,4386,0.8712753277711561
0.6500000000000001,26,3044,9,4409,0.8758442590385379
0.6500000000000001,26,3044,15,4414,0.8768375049662296
0.6500000000000001,26,3044,25,4416,0.8772348033373063
0.6500000000000001,27,2994,0,4067,0.8079062375844259
0.6500000000000001,27,2994,1,4289,0.8520063567739372
0.6500000000000001,27,2994,2,4335,0.8611442193087009
0.6500000000000001,27,2994,3,4364,0.8669050456893127
0.6500000000000001,27,2994,5,4378,0.8696861342868494
0.6500000000000001,27,2994,9,4405,0.8750496622963846
0.6500000000000001,27,2994,15,4411,0.8762415574096146
0.6500000000000001,27,2994,25,4413,0.8766388557806913
0.6500000000000001,28,3226,0,4229,0.8400874056416369
0.6500000000000001,28,3226,1,4360,0.8661104489471593
0.6500000000000001,28,3226,2,4405,0.8750496622963846
0.6500000000000001,28,3226,3,4438,0.8816050854191498
0.6500000000000001,28,3226,5,4457,0.8853794199443782
0.6500000000000001,28,3226,9,4464,0.8867699642431466
0.6500000000000001,28,3226,15,4468,0.8875645609853
0.6500000000000001,28,3226,25,4468,0.8875645609853
0.6500000000000001,29,3380,0,4359,0.865911799761621
0.6500000000000001,29,3380,1,4546,0.9030591974572905
0.6500000000000001,29,3380,2,4611,0.9159713945172825
0.6500000000000001,29,3380,3,4641,0.9219308700834327
0.6500000000000001,29,3380,5,4674,0.9284862932061978
0.6500000000000001,29,3380,9,4683,0.9302741358760429
0.6500000000000001,29,3380,15,4687,0.9310687326181962
0.6500000000000001,29,3380,25,4687,0.9310687326181962
0.6500000000000001,30,3553,0,4456,0.8851807707588399
0.6500000000000001,30,3553,1,4615,0.9167659912594358
0.6500000000000001,30,3553,2,4653,0.9243146603098927
0.6500000000000001,30,3553,3,4676,0.9288835915772745
0.6500000000000001,30,3553,5,4687,0.9310687326181962
0.6500000000000001,30,3553,9,4696,0.9328565752880413
0.6500000000000001,30,3553,15,4701,0.933849821215733
0.6500000000000001,30,3553,25,4701,0.933849821215733
0.6500000000000001,31,3538,0,4392,0.8724672228843862
0.6500000000000001,31,3538,1,4564,0.9066348827969806
0.6500000000000001,31,3538,2,4619,0.9175605880015892
0.6500000000000001,31,3538,3,4638,0.9213349225268176
0.6500000000000001,31,3538,5,4682,0.9300754866905045
0.6500000000000001,31,3538,9,4713,0.9362336114421931
0.6500000000000001,31,3538,15,4722,0.9380214541120382
0.6500000000000001,31,3538,25,4724,0.9384187524831148
0.6500000000000001,32,2877,0,3941,0.7828764402065952
0.6500000000000001,32,2877,1,4147,0.8237981724274931
0.6500000000000001,32,2877,2,4218,0.8379022646007152
0.6500000000000001,32,2877,3,4254,0.8450536352800954
0.6500000000000001,32,2877,5,4286,0.8514104092173223
0.6500000000000001,32,2877,9,4315,0.8571712355979341
0.6500000000000001,32,2877,15,4322,0.8585617798967025
0.6500000000000001,32,2877,25,4324,0.8589590782677791
0.6500000000000001,33,3418,0,4358,0.8657131505760827
0.6500000000000001,33,3418,1,4543,0.9024632499006754
0.6500000000000001,33,3418,2,4612,0.9161700437028208
0.6500000000000001,33,3418,3,4640,0.9217322208978943
0.6500000000000001,33,3418,5,4662,0.9261025029797377
0.6500000000000001,33,3418,9,4670,0.9276916964640445
0.6500000000000001,33,3418,15,4675,0.9286849423917362
0.6500000000000001,33,3418,25,4676,0.9288835915772745
0.6500000000000001,34,3018,0,4059,0.8063170441001192
0.6500000000000001,34,3018,1,4239,0.8420738974970202
0.6500000000000001,34,3018,2,4292,0.8526023043305523
0.6500000000000001,34,3018,3,4315,0.8571712355979341
0.6500000000000001,34,3018,5,4337,0.8615415176797775
0.6500000000000001,34,3018,9,4342,0.8625347636074692
0.6500000000000001,34,3018,15,4342,0.8625347636074692
