seed_percent,replication,num_seeds_used,num_seeds_found,expand_window,reached_in_window,reached_proportion
0.3,11,3492,133,25,741,0.14696548988496627
0.3,12,3492,110,0,417,0.08270527568425227
0.3,12,3492,110,1,567,0.1124553748512495
0.3,12,3492,110,2,605,0.11999206664022213
0.3,12,3492,110,3,638,0.12653708845696152
0.3,12,3492,110,5,736,0.14597381991273303
0.3,12,3492,110,9,817,0.16203887346291154
0.3,12,3492,110,15,818,0.1622372074573582
0.3,12,3492,110,25,819,0.16243554145180483
0.3,13,3492,153,0,606,0.12019040063466878
0.3,13,3492,153,1,813,0.16124553748512496
0.3,13,3492,153,2,864,0.171360571201904
0.3,13,3492,153,3,879,0.17433558111860373
0.3,13,3492,153,5,886,0.17572391907973026
0.3,13,3492,153,9,891,0.1767155890519635
0.3,13,3492,153,15,891,0.1767155890519635
0.3,13,3492,153,25,891,0.1767155890519635
0.3,14,3492,110,0,485,0.09619198730662436
0.3,14,3492,110,1,618,0.12257040856802856
0.3,14,3492,110,2,659,0.13070210234034113
0.3,14,3492,110,3,670,0.13288377627925427
0.3,14,3492,110,5,693,0.13744545815152717
0.3,14,3492,110,9,708,0.1404204680682269
0.3,14,3492,110,15,708,0.1404204680682269
0.3,14,3492,110,25,708,0.1404204680682269
0.3,15,3492,158,0,510,0.10115033716779057
0.3,15,3492,158,1,628,0.12455374851249504
0.3,15,3492,158,2,660,0.1309004363347878
0.3,15,3492,158,3,692,0.1372471241570805
0.3,15,3492,158,5,715,0.14180880602935342
0.3,15,3492,158,9,738,0.14637048790162635
0.3,15,3492,158,15,739,0.14656882189607298
0.3,15,3492,158,25,740,0.14676715589051964
0.3,16,3492,108,0,352,0.06981356604522015
0.3,16,3492,108,1,525,0.10412534708449028
0.3,16,3492,108,2,618,0.12257040856802856
0.3,16,3492,108,3,642,0.12733042443474812
0.3,16,3492,108,5,667,0.13228877429591432
0.3,16,3492,108,9,668,0.13248710829036098
0.3,16,3492,108,15,668,0.13248710829036098
0.3,16,3492,108,25,668,0.13248710829036098
0.3,17,3492,116,0,539,0.10690202300674335
0.3,17,3492,116,1,719,0.14260214200714003
0.3,17,3492,116,2,784,0.15549385164617216
0.3,17,3492,116,3,822,0.16303054343514478
0.3,17,3492,116,5,844,0.16739389131297105
0.3,17,3492,116,9,861,0.17076556921856406
0.3,17,3492,116,15,867,0.17195557318524396
0.3,17,3492,116,25,868,0.1721539071796906
0.3,18,3492,163,0,436,0.0864736215787386
0.3,18,3492,163,1,584,0.11582705275684252
0.3,18,3492,163,2,612,0.12138040460134868
0.3,18,3492,163,3,632,0.12534708449028165
0.3,18,3492,163,5,675,0.1338754462514875
0.3,18,3492,163,9,691,0.13704879016263388
0.3,18,3492,163,15,693,0.13744545815152717
0.3,18,3492,163,25,694,0.13764379214597383
0.3,19,3492,177,0,579,0.11483538278460928
0.3,19,3492,177,1,746,0.1479571598571995
0.3,19,3492,177,2,795,0.1576755255850853
0.3,19,3492,177,3,815,0.16164220547401825
0.3,19,3492,177,5,859,0.17036890122967077
0.3,19,3492,177,9,869,0.17235224117413725
0.3,19,3492,177,15,870,0.1725505751685839
0.3,19,3492,177,25,870,0.1725505751685839
0.3,20,3492,109,0,278,0.05513685045616819
0.3,20,3492,109,1,348,0.06902023006743356
0.3,20,3492,109,2,377,0.07477191590638635
0.3,20,3492,109,3,387,0.07675525585085284
0.3,20,3492,109,5,398,0.07893692978976596
0.3,20,3492,109,9,410,0.08131693772312575
0.3,20,3492,109,15,410,0.08131693772312575
0.3,20,3492,109,25,410,0.08131693772312575
0.3,21,3492,126,0,496,0.09837366124553748
0.3,21,3492,126,1,625,0.1239587465291551
0.3,21,3492,126,2,674,0.13367711225704085
0.3,21,3492,126,3,703,0.13942879809599365
0.3,21,3492,126,5,770,0.15271717572391907
0.3,21,3492,126,9,789,0.1564855216184054
0.3,21,3492,126,15,796,0.15787385957953193
0.3,21,3492,126,25,797,0.1580721935739786
0.3,22,3492,133,0,356,0.07060690202300675
0.3,22,3492,133,1,482,0.09559698532328441
0.3,22,3492,133,2,539,0.10690202300674335
0.3,22,3492,133,3,562,0.11146370487901626
0.3,22,3492,133,5,645,0.12792542641808807
0.3,22,3492,133,9,656,0.13010710035700118
0.3,22,3492,133,15,657,0.13030543435144784
0.3,22,3492,133,25,657,0.13030543435144784
0.3,23,3492,127,0,457,0.09063863546211821
0.3,23,3492,127,1,620,0.12296707655692185
0.3,23,3492,127,2,663,0.13149543831812774
0.3,23,3492,127,3,689,0.1366521221737406
0.3,23,3492,127,5,731,0.1449821499404998
0.3,23,3492,127,9,738,0.14637048790162635
0.3,23,3492,127,15,739,0.14656882189607298
0.3,23,3492,127,25,739,0.14656882189607298
0.3,24,3492,100,0,429,0.08508528361761206
0.3,24,3492,100,1,574,0.11384371281237604
0.3,24,3492,100,2,591,0.11721539071796906
0.3,24,3492,100,3,612,0.12138040460134868
0.3,24,3492,100,5,680,0.13486711622372075
0.3,24,3492,100,9,763,0.15132883776279255
0.3,24,3492,100,15,763,0.15132883776279255
0.3,24,3492,100,25,763,0.15132883776279255
0.3,25,3492,100,0,429,0.08508528361761206
0.3,25,3492,100,1,552,0.10948036493454978
0.3,25,3492,100,2,587,0.11642205474018247
0.3,25,3492,100,3,625,0.1239587465291551
0.3,25,3492,100,5,630,0.12495041650138834
0.3,25,3492,100,9,635,0.12594208647362157
0.3,25,3492,100,15,635,0.12594208647362157
0.3,25,3492,100,25,635,0.12594208647362157
0.35000000000000003,1,4074,145,0,467,0.09262197540658469
0.35000000000000003,1,4074,145,1,594,0.11781039270130901
0.35000000000000003,1,4074,145,2,628,0.12455374851249504
0.35000000000000003,1,4074,145,3,641,0.12713209044030147
0.35000000000000003,1,4074,145,5,655,0.12990876636255455
0.35000000000000003,1,4074,145,9,668,0.13248710829036098
0.35000000000000003,1,4074,145,15,668,0.13248710829036098
0.35000000000000003,1,4074,145,25,668,0.13248710829036098
0.35000000000000003,2,4074,165,0,526,0.10432368107893693
0.35000000000000003,2,4074,165,1,692,0.1372471241570805
0.35000000000000003,2,4074,165,2,752,0.1491471638238794
0.35000000000000003,2,4074,165,3,795,0.1576755255850853
0.35000000000000003,2,4074,165,5,866,0.1717572391907973
0.35000000000000003,2,4074,165,9,952,0.18881396271320905
0.35000000000000003,2,4074,165,15,959,0.19020230067433558
0.35000000000000003,2,4074,165,25,960,0.19040063466878224
0.35000000000000003,3,4074,162,0,635,0.12594208647362157
0.35000000000000003,3,4074,162,1,872,0.1729472431574772
0.35000000000000003,3,4074,162,2,951,0.1886156287187624
0.35000000000000003,3,4074,162,3,976,0.1935739785799286
0.35000000000000003,3,4074,162,5,989,0.19615232050773504
0.35000000000000003,3,4074,162,9,997,0.1977389924633082
0.35000000000000003,3,4074,162,15,997,0.1977389924633082
0.35000000000000003,3,4074,162,25,997,0.1977389924633082
0.35000000000000003,4,4074,128,0,506,0.10035700119000397
0.35000000000000003,4,4074,128,1,645,0.12792542641808807
0.35000000000000003,4,4074,128,2,707,0.14022213407378026
0.35000000000000003,4,4074,128,3,736,0.14597381991273303
0.35000000000000003,4,4074,128,5,806,0.1598571995239984
0.35000000000000003,4,4074,128,9,829,0.1644188813962713
0.35000000000000003,4,4074,128,15,835,0.1656088853629512
0.35000000000000003,4,4074,128,25,836,0.16580721935739787
0.35000000000000003,5,4074,145,0,572,0.11344704482348275
0.35000000000000003,5,4074,145,1,753,0.14934549781832607
0.35000000000000003,5,4074,145,2,816,0.16184053946846488
0.35000000000000003,5,4074,145,3,835,0.1656088853629512
0.35000000000000003,5,4074,145,5,849,0.1683855612852043
0.35000000000000003,5,4074,145,9,860,0.1705672352241174
0.35000000000000003,5,4074,145,15,862,0.17096390321301072
0.35000000000000003,5,4074,145,25,863,0.17116223720745735
0.35000000000000003,6,4074,113,0,445,0.08825862752875843
0.35000000000000003,6,4074,113,1,602,0.11939706465688218
0.35000000000000003,6,4074,113,2,629,0.12475208250694168
0.35000000000000003,6,4074,113,3,650,0.1289170963903213
0.35000000000000003,6,4074,113,5,710,0.14081713605712018
0.35000000000000003,6,4074,113,9,792,0.15708052360174535
0.35000000000000003,6,4074,113,15,794,0.15747719159063864
0.35000000000000003,6,4074,113,25,795,0.1576755255850853
0.35000000000000003,7,4074,160,0,547,0.10848869496231654
0.35000000000000003,7,4074,160,1,705,0.13982546608488694
0.35000000000000003,7,4074,160,2,760,0.1507338357794526
0.35000000000000003,7,4074,160,3,786,0.15589051963506545
0.35000000000000003,7,4074,160,5,825,0.16362554541848473
0.35000000000000003,7,4074,160,9,837,0.1660055533518445
0.35000000000000003,7,4074,160,15,837,0.1660055533518445
0.35000000000000003,7,4074,160,25,837,0.1660055533518445
0.35000000000000003,8,4074,157,0,558,0.11067036890122967
0.35000000000000003,8,4074,157,1,736,0.14597381991273303
0.35000000000000003,8,4074,157,2,788,0.15628718762395874
0.35000000000000003,8,4074,157,3,814,0.1614438714795716
0.35000000000000003,8,4074,157,5,864,0.171360571201904
0.35000000000000003,8,4074,157,9,877,0.17393891312971044
0.35000000000000003,8,4074,157,15,878,0.17413724712415707
0.35000000000000003,8,4074,157,25,879,0.17433558111860373
0.35000000000000003,9,4074,168,0,556,0.11027370091233638
0.35000000000000003,9,4074,168,1,718,0.14240380801269337
0.35000000000000003,9,4074,168,2,798,0.15827052756842522
0.35000000000000003,9,4074,168,3,838,0.16620388734629116
0.35000000000000003,9,4074,168,5,865,0.17155890519635064
0.35000000000000003,9,4074,168,9,881,0.17473224910749702
0.35000000000000003,9,4074,168,15,887,0.17592225307417692
0.35000000000000003,9,4074,168,25,888,0.17612058706862357
0.35000000000000003,10,4074,94,0,323,0.06406188020626735
0.35000000000000003,10,4074,94,1,497,0.09857199523998414
0.35000000000000003,10,4074,94,2,539,0.10690202300674335
0.35000000000000003,10,4074,94,3,545,0.10809202697342324
0.35000000000000003,10,4074,94,5,563,0.11166203887346292
0.35000000000000003,10,4074,94,9,569,0.1128520428401428
0.35000000000000003,10,4074,94,15,569,0.1128520428401428
0.35000000000000003,10,4074,94,25,569,0.1128520428401428
0.35000000000000003,11,4074,172,0,495,0.09817532725109084
0.35000000000000003,11,4074,172,1,700,0.1388337961126537
0.35000000000000003,11,4074,172,2,785,0.1556921856406188
0.35000000000000003,11,4074,172,3,828,0.16422054740182468
0.35000000000000003,11,4074,172,5,895,0.1775089250297501
0.35000000000000003,11,4074,172,9,984,0.19516065053550177
0.35000000000000003,11,4074,172,15,985,0.19535898452994843
0.35000000000000003,11,4074,172,25,986,0.1955573185243951
0.35000000000000003,12,4074,158,0,618,0.12257040856802856
0.35000000000000003,12,4074,158,1,854,0.16937723125743753
0.35000000000000003,12,4074,158,2,932,0.1848472828242761
0.35000000000000003,12,4074,158,3,964,0.19119397064656882
0.35000000000000003,12,4074,158,5,1015,0.20130900436334787
0.35000000000000003,12,4074,158,9,1022,0.20269734232447442
0.35000000000000003,12,4074,158,15,1022,0.20269734232447442
0.35000000000000003,12,4074,158,25,1022,0.20269734232447442
0.35000000000000003,13,4074,137,0,523,0.10372867909559698
0.35000000000000003,13,4074,137,1,639,0.12673542245140818
0.35000000000000003,13,4074,137,2,685,0.13585878619595398
0.35000000000000003,13,4074,137,3,714,0.1416104720349068
0.35000000000000003,13,4074,137,5,734,0.14557715192383974
0.35000000000000003,13,4074,137,9,744,0.14756049186830622
0.35000000000000003,13,4074,137,15,745,0.14775882586275288
0.35000000000000003,13,4074,137,25,745,0.14775882586275288
0.35000000000000003,14,4074,156,0,556,0.11027370091233638
0.35000000000000003,14,4074,156,1,716,0.14200714002380008
0.35000000000000003,14,4074,156,2,760,0.1507338357794526
0.35000000000000003,14,4074,156,3,787,0.1560888536295121
0.35000000000000003,14,4074,156,5,803,0.15926219754065846
0.35000000000000003,14,4074,156,9,816,0.16184053946846488
0.35000000000000003,14,4074,156,15,816,0.16184053946846488
0.35000000000000003,14,4074,156,25,816,0.16184053946846488
0.35000000000000003,15,4074,98,0,352,0.06981356604522015
0.35000000000000003,15,4074,98,1,517,0.1025386751289171
0.35000000000000003,15,4074,98,2,575,0.11404204680682269
0.35000000000000003,15,4074,98,3,588,0.11662038873462911
0.35000000000000003,15,4074,98,5,610,0.12098373661245537
0.35000000000000003,15,4074,98,9,618,0.12257040856802856
0.35000000000000003,15,4074,98,15,625,0.1239587465291551
0.35000000000000003,15,4074,98,25,626,0.12415708052360175
0.35000000000000003,16,4074,167,0,629,0.12475208250694168
0.35000000000000003,16,4074,167,1,809,0.16045220150733835
0.35000000000000003,16,4074,167,2,855,0.16957556525188416
0.35000000000000003,16,4074,167,3,885,0.17552558508528363
0.35000000000000003,16,4074,167,5,956,0.18960729869099563
0.35000000000000003,16,4074,167,9,975,0.19337564458548195
0.35000000000000003,16,4074,167,15,981,0.19456564855216185
0.35000000000000003,16,4074,167,25,982,0.19476398254660848
0.35000000000000003,17,4074,117,0,377,0.07477191590638635
0.35000000000000003,17,4074,117,1,520,0.10313367711225704
0.35000000000000003,17,4074,117,2,589,0.11681872272907576
0.35000000000000003,17,4074,117,3,634,0.12574375247917494
0.35000000000000003,17,4074,117,5,645,0.12792542641808807
0.35000000000000003,17,4074,117,9,650,0.1289170963903213
0.35000000000000003,17,4074,117,15,657,0.13030543435144784
0.35000000000000003,17,4074,117,25,658,0.1305037683458945
0.35000000000000003,18,4074,156,0,591,0.11721539071796906
0.35000000000000003,18,4074,156,1,759,0.15053550178500594
0.35000000000000003,18,4074,156,2,835,0.1656088853629512
0.35000000000000003,18,4074,156,3,873,0.17314557715192383
0.35000000000000003,18,4074,156,5,894,0.17731059103530344
0.35000000000000003,18,4074,156,9,909,0.18028560095200316
0.35000000000000003,18,4074,156,15,915,0.18147560491868306
0.35000000000000003,18,4074,156,25,916,0.18167393891312972
0.35000000000000003,19,4074,151,0,474,0.09401031336771122
0.35000000000000003,19,4074,151,1,656,0.13010710035700118
0.35000000000000003,19,4074,151,2,702,0.13923046410154702
0.35000000000000003,19,4074,151,3,717,0.14220547401824674
0.35000000000000003,19,4074,151,5,736,0.14597381991273303
0.35000000000000003,19,4074,151,9,748,0.14835382784609283
0.35000000000000003,19,4074,151,15,749,0.14855216184053946
0.35000000000000003,19,4074,151,25,750,0.14875049583498612
0.35000000000000003,20,4074,105,0,527,0.10452201507338357
0.35000000000000003,20,4074,105,1,708,0.1404204680682269
0.35000000000000003,20,4074,105,2,740,0.14676715589051964
0.35000000000000003,20,4074,105,3,755,0.14974216580721936
0.35000000000000003,20,4074,105,5,770,0.15271717572391907
0.35000000000000003,20,4074,105,9,782,0.15509718365727887
0.35000000000000003,20,4074,105,15,783,0.1552955176517255
0.35000000000000003,20,4074,105,25,784,0.15549385164617216
0.35000000000000003,21,4074,116,0,351,0.06961523205077351
0.35000000000000003,21,4074,116,1,446,0.08845696152320508
0.35000000000000003,21,4074,116,2,481,0.09539865132883776
0.35000000000000003,21,4074,116,3,510,0.10115033716779057
0.35000000000000003,21,4074,116,5,599,0.11880206267354225
0.35000000000000003,21,4074,116,9,614,0.12177707259024197
0.35000000000000003,21,4074,116,15,615,0.12197540658468861
0.35000000000000003,21,4074,116,25,616,0.12217374057913527
0.35000000000000003,22,4074,117,0,437,0.08667195557318524
0.35000000000000003,22,4074,117,1,609,0.12078540261800873
0.35000000000000003,22,4074,117,2,657,0.13030543435144784
0.35000000000000003,22,4074,117,3,693,0.13744545815152717
0.35000000000000003,22,4074,117,5,761,0.15093216977389926
0.35000000000000003,22,4074,117,9,844,0.16739389131297105
0.35000000000000003,22,4074,117,15,845,0.16759222530741769
0.35000000000000003,22,4074,117,25,846,0.16779055930186434
0.35000000000000003,23,4074,156,0,432,0.085680285600952
0.35000000000000003,23,4074,156,1,569,0.1128520428401428
0.35000000000000003,23,4074,156,2,614,0.12177707259024197
0.35000000000000003,23,4074,156,3,661,0.13109877032923442
0.35000000000000003,23,4074,156,5,684,0.13566045220150733
0.35000000000000003,23,4074,156,9,694,0.13764379214597383
0.35000000000000003,23,4074,156,15,694,0.13764379214597383
0.35000000000000003,23,4074,156,25,694,0.13764379214597383
0.35000000000000003,24,4074,147,0,607,0.12038873462911542
0.35000000000000003,24,4074,147,1,824,0.16342721142403807
0.35000000000000003,24,4074,147,2,883,0.1751289170963903
0.35000000000000003,24,4074,147,3,908,0.18008726695755653
0.35000000000000003,24,4074,147,5,921,0.18266560888536296
0.35000000000000003,24,4074,147,9,931,0.18464894882982943
0.35000000000000003,24,4074,147,15,937,0.18583895279650933
0.35000000000000003,24,4074,147,25,938,0.18603728679095596
0.35000000000000003,25,4074,163,0,621,0.12316541055136851
0.35000000000000003,25,4074,163,1,780,0.15470051566838555
0.35000000000000003,25,4074,163,2,837,0.1660055533518445
0.35000000000000003,25,4074,163,3,879,0.17433558111860373
0.35000000000000003,25,4074,163,5,961,0.19059896866322887
0.35000000000000003,25,4074,163,9,977,0.19377231257437524
0.35000000000000003,25,4074,163,15,982,0.19476398254660848
0.35000000000000003,25,4074,163,25,982,0.19476398254660848
0.4,1,4656,102,0,340,0.06743355811186037
0.4,1,4656,102,1,492,0.09758032526775089
0.4,1,4656,102,2,543,0.10769535898452995
0.4,1,4656,102,3,559,0.11086870289567632
0.4,1,4656,102,5,565,0.11205870686235621
0.4,1,4656,102,9,572,0.11344704482348275
0.4,1,4656,102,15,573,0.1136453788179294
0.4,1,4656,102,25,574,0.11384371281237604
0.4,2,4656,159,0,520,0.10313367711225704
0.4,2,4656,159,1,634,0.12574375247917494
0.4,2,4656,159,2,682,0.13526378421261404
0.4,2,4656,159,3,723,0.1433954779849266
0.4,2,4656,159,5,807,0.16005553351844506
0.4,2,4656,159,9,821,0.16283220944069812
0.4,2,4656,159,15,822,0.16303054343514478
0.4,2,4656,159,25,823,0.16322887742959144
0.4,3,4656,197,0,586,0.11622372074573582
0.4,3,4656,197,1,788,0.15628718762395874
0.4,3,4656,197,2,874,0.1733439111463705
0.4,3,4656,197,3,903,0.1790955969853233
0.4,3,4656,197,5,949,0.1882189607298691
0.4,3,4656,197,9,961,0.19059896866322887
0.4,3,4656,197,15,962,0.19079730265767553
0.4,3,4656,197,25,963,0.19099563665212219
0.4,4,4656,137,0,553,0.10967869892899643
0.4,4,4656,137,1,753,0.14934549781832607
0.4,4,4656,137,2,801,0.15886552955176517
0.4,4,4656,137,3,822,0.16303054343514478
0.4,4,4656,137,5,848,0.16818722729075763
0.4,4,4656,137,9,858,0.1701705672352241
0.4,4,4656,137,15,859,0.17036890122967077
0.4,4,4656,137,25,860,0.1705672352241174
0.4,5,4656,176,0,617,0.12237207457358192
0.4,5,4656,176,1,765,0.15172550575168584
0.4,5,4656,176,2,801,0.15886552955176517
0.4,5,4656,176,3,823,0.16322887742959144
0.4,5,4656,176,5,850,0.16858389527965092
0.4,5,4656,176,9,867,0.17195557318524396
0.4,5,4656,176,15,868,0.1721539071796906
0.4,5,4656,176,25,869,0.17235224117413725
0.4,6,4656,135,0,539,0.10690202300674335
0.4,6,4656,135,1,717,0.14220547401824674
0.4,6,4656,135,2,793,0.15727885759619198
0.4,6,4656,135,3,838,0.16620388734629116
0.4,6,4656,135,5,849,0.1683855612852043
0.4,6,4656,135,9,861,0.17076556921856406
0.4,6,4656,135,15,867,0.17195557318524396
0.4,6,4656,135,25,868,0.1721539071796906
0.4,7,4656,163,0,497,0.09857199523998414
0.4,7,4656,163,1,656,0.13010710035700118
0.4,7,4656,163,2,718,0.14240380801269337
0.4,7,4656,163,3,744,0.14756049186830622
0.4,7,4656,163,5,816,0.16184053946846488
0.4,7,4656,163,9,837,0.1660055533518445
0.4,7,4656,163,15,843,0.1671955573185244
0.4,7,4656,163,25,844,0.16739389131297105
0.4,8,4656,150,0,628,0.12455374851249504
0.4,8,4656,150,1,847,0.16798889329631098
0.4,8,4656,150,2,917,0.18187227290757635
0.4,8,4656,150,3,937,0.18583895279650933
0.4,8,4656,150,5,970,0.19238397461324871
0.4,8,4656,150,9,991,0.19654898849662833
0.4,8,4656,150,15,997,0.1977389924633082
0.4,8,4656,150,25,998,0.19793732645775486
0.4,9,4656,124,0,518,0.10273700912336374
0.4,9,4656,124,1,660,0.1309004363347878
0.4,9,4656,124,2,706,0.1400238000793336
0.4,9,4656,124,3,724,0.14359381197937326
0.4,9,4656,124,5,742,0.14716382387941293
0.4,9,4656,124,9,757,0.15013883379611265
0.4,9,4656,124,15,762,0.1511305037683459
0.4,9,4656,124,25,762,0.1511305037683459
0.4,10,4656,157,0,585,0.11602538675128918
0.4,10,4656,157,1,748,0.14835382784609283
0.4,10,4656,157,2,785,0.1556921856406188
0.4,10,4656,157,3,815,0.16164220547401825
0.4,10,4656,157,5,841,0.1667988893296311
0.4,10,4656,157,9,850,0.16858389527965092
0.4,10,4656,157,15,852,0.16898056326854421
0.4,10,4656,157,25,853,0.16917889726299087
0.4,11,4656,204,0,682,0.13526378421261404
0.4,11,4656,204,1,848,0.16818722729075763
0.4,11,4656,204,2,898,0.17810392701309005
0.4,11,4656,204,3,939,0.18623562078540262
0.4,11,4656,204,5,964,0.19119397064656882
0.4,11,4656,204,9,980,0.1943673145577152
0.4,11,4656,204,15,987,0.19575565251884172
0.4,11,4656,204,25,988,0.19595398651328838
0.4,12,4656,120,0,586,0.11622372074573582
0.4,12,4656,120,1,800,0.15866719555731854
0.4,12,4656,120,2,869,0.17235224117413725
0.4,12,4656,120,3,898,0.17810392701309005
0.4,12,4656,120,5,908,0.18008726695755653
0.4,12,4656,120,9,917,0.18187227290757635
0.4,12,4656,120,15,924,0.1832606108687029
0.4,12,4656,120,25,925,0.18345894486314954
0.4,13,4656,129,0,506,0.10035700119000397
0.4,13,4656,129,1,638,0.12653708845696152
0.4,13,4656,129,2,696,0.13804046013486712
0.4,13,4656,129,3,737,0.1461721539071797
0.4,13,4656,129,5,763,0.15132883776279255
0.4,13,4656,129,9,769,0.15251884172947244
0.4,13,4656,129,15,769,0.15251884172947244
0.4,13,4656,129,25,769,0.15251884172947244
0.4,14,4656,174,0,613,0.12157873859579532
0.4,14,4656,174,1,810,0.160650535501785
0.4,14,4656,174,2,873,0.17314557715192383
0.4,14,4656,174,3,912,0.1808806029353431
0.4,14,4656,174,5,1015,0.20130900436334787
0.4,14,4656,174,9,1101,0.21836572788575961
0.4,14,4656,174,15,1107,0.2195557318524395
0.4,14,4656,174,25,1108,0.21975406584688614
0.4,15,4656,161,0,570,0.11305037683458945
0.4,15,4656,161,1,734,0.14557715192383974
0.4,15,4656,161,2,779,0.15450218167393892
0.4,15,4656,161,3,831,0.16481554938516463
0.4,15,4656,161,5,906,0.17969059896866324
0.4,15,4656,161,9,998,0.19793732645775486
0.4,15,4656,161,15,1005,0.1993256644188814
0.4,15,4656,161,25,1006,0.19952399841332805
0.4,16,4656,136,0,587,0.11642205474018247
0.4,16,4656,136,1,763,0.15132883776279255
0.4,16,4656,136,2,806,0.1598571995239984
0.4,16,4656,136,3,846,0.16779055930186434
0.4,16,4656,136,5,877,0.17393891312971044
0.4,16,4656,136,9,879,0.17433558111860373
0.4,16,4656,136,15,879,0.17433558111860373
0.4,16,4656,136,25,879,0.17433558111860373
0.4,17,4656,190,0,707,0.14022213407378026
0.4,17,4656,190,1,954,0.18921063070210234
0.4,17,4656,190,2,1043,0.20686235620785404
0.4,17,4656,190,3,1068,0.21182070606902023
0.4,17,4656,190,5,1079,0.21400238000793337
0.4,17,4656,190,9,1089,0.21598571995239985
0.4,17,4656,190,15,1095,0.21717572391907974
0.4,17,4656,190,25,1095,0.21717572391907974
0.4,18,4656,144,0,529,0.10491868306227688
0.4,18,4656,144,1,717,0.14220547401824674
0.4,18,4656,144,2,818,0.1622372074573582
0.4,18,4656,144,3,845,0.16759222530741769
0.4,18,4656,144,5,867,0.17195557318524396
0.4,18,4656,144,9,880,0.1745339151130504
0.4,18,4656,144,15,886,0.17572391907973026
0.4,18,4656,144,25,886,0.17572391907973026
0.4,19,4656,159,0,586,0.11622372074573582
0.4,19,4656,159,1,733,0.1453788179293931
0.4,19,4656,159,2,756,0.14994049980166602
0.4,19,4656,159,3,782,0.15509718365727887
0.4,19,4656,159,5,810,0.160650535501785
0.4,19,4656,159,9,827,0.16402221340737802
0.4,19,4656,159,15,828,0.16422054740182468
0.4,19,4656,159,25,829,0.1644188813962713
0.4,20,4656,181,0,782,0.15509718365727887
0.4,20,4656,181,1,1035,0.20527568425228085
0.4,20,4656,181,2,1085,0.21519238397461324
0.4,20,4656,181,3,1118,0.22173740579135265
0.4,20,4656,181,5,1153,0.22867909559698532
0.4,20,4656,181,9,1168,0.23165410551368504
0.4,20,4656,181,15,1175,0.2330424434748116
0.4,20,4656,181,25,1176,0.23324077746925823
0.4,21,4656,201,0,757,0.15013883379611265
0.4,21,4656,201,1,1016,0.20150733835779452
0.4,21,4656,201,2,1084,0.2149940499801666
0.4,21,4656,201,3,1109,0.2199523998413328
0.4,21,4656,201,5,1139,0.22590241967473224
0.4,21,4656,201,9,1154,0.22887742959143198
0.4,21,4656,201,15,1156,0.22927409758032527
0.4,21,4656,201,25,1157,0.22947243157477193
0.4,22,4656,125,0,565,0.11205870686235621
0.4,22,4656,125,1,773,0.15331217770725902
0.4,22,4656,125,2,798,0.15827052756842522
0.4,22,4656,125,3,813,0.16124553748512496
0.4,22,4656,125,5,823,0.16322887742959144
0.4,22,4656,125,9,829,0.1644188813962713
0.4,22,4656,125,15,829,0.1644188813962713
0.4,22,4656,125,25,829,0.1644188813962713
0.4,23,4656,187,0,699,0.13863546211820707
0.4,23,4656,187,1,919,0.18226894089646967
0.4,23,4656,187,2,981,0.19456564855216185
0.4,23,4656,187,3,1008,0.19992066640222134
0.4,23,4656,187,5,1029,0.20408568028560095
0.4,23,4656,187,9,1047,0.20765569218564062
0.4,23,4656,187,15,1053,0.20884569615232051
0.4,23,4656,187,25,1053,0.20884569615232051
0.4,24,4656,144,0,408,0.08092026973423244
0.4,24,4656,144,1,506,0.10035700119000397
0.4,24,4656,144,2,546,0.1082903609678699
0.4,24,4656,144,3,582,0.11543038476794923
0.4,24,4656,144,5,711,0.14101547005156684
0.4,24,4656,144,9,799,0.15846886156287188
0.4,24,4656,144,15,800,0.15866719555731854
0.4,24,4656,144,25,801,0.15886552955176517
0.4,25,4656,159,0,663,0.13149543831812774
0.4,25,4656,159,1,836,0.16580721935739787
0.4,25,4656,159,2,881,0.17473224910749702
0.4,25,4656,159,3,905,0.17949226497421658
0.4,25,4656,159,5,961,0.19059896866322887
0.4,25,4656,159,9,980,0.1943673145577152
0.4,25,4656,159,15,985,0.19535898452994843
0.4,25,4656,159,25,985,0.19535898452994843
0.45,1,5238,195,0,704,0.1396271320904403
0.45,1,5238,195,1,940,0.18643395477984925
0.45,1,5238,195,2,995,0.1973423244744149
0.45,1,5238,195,3,1047,0.20765569218564062
0.45,1,5238,195,5,1079,0.21400238000793337
0.45,1,5238,195,9,1091,0.21638238794129314
0.45,1,5238,195,15,1092,0.2165807219357398
0.45,1,5238,195,25,1092,0.2165807219357398
0.45,2,5238,138,0,565,0.11205870686235621
0.45,2,5238,138,1,780,0.15470051566838555
0.45,2,5238,138,2,846,0.16779055930186434
0.45,2,5238,138,3,864,0.171360571201904
0.45,2,5238,138,5,870,0.1725505751685839
0.45,2,5238,138,9,881,0.17473224910749702
0.45,2,5238,138,15,881,0.17473224910749702
0.45,2,5238,138,25,881,0.17473224910749702
0.45,3,5238,219,0,763,0.15132883776279255
0.45,3,5238,219,1,979,0.19416898056326853
0.45,3,5238,219,2,1034,0.2050773502578342
0.45,3,5238,219,3,1058,0.20983736612455375
0.45,3,5238,219,5,1088,0.2157873859579532
0.45,3,5238,219,9,1101,0.21836572788575961
0.45,3,5238,219,15,1106,0.21935739785799285
0.45,3,5238,219,25,1106,0.21935739785799285
0.45,4,5238,138,0,608,0.12058706862356208
