seed_percent,replication,num_seeds_used,num_seeds_found,expand_window,reached_in_window,reached_proportion
0.8,18,9312,313,3,1287,0.2552558508528362
0.8,18,9312,313,5,1320,0.2618008726695756
0.8,18,9312,313,9,1342,0.2661642205474018
0.8,18,9312,313,15,1344,0.2665608885362951
0.8,18,9312,313,25,1345,0.26675922253074175
0.8,19,9312,373,0,1130,0.22411741372471242
0.8,19,9312,373,1,1431,0.2838159460531535
0.8,19,9312,373,2,1501,0.29769932566441887
0.8,19,9312,373,3,1540,0.30543435144783815
0.8,19,9312,373,5,1577,0.31277270924236417
0.8,19,9312,373,9,1598,0.31693772312574375
0.8,19,9312,373,15,1600,0.31733439111463707
0.8,19,9312,373,25,1601,0.3175327251090837
0.8,20,9312,295,0,969,0.19218564061880206
0.8,20,9312,295,1,1215,0.2409758032526775
0.8,20,9312,295,2,1300,0.2578341927806426
0.8,20,9312,295,3,1335,0.26477588258627527
0.8,20,9312,295,5,1370,0.27171757239190797
0.8,20,9312,295,9,1390,0.2756842522808409
0.8,20,9312,295,15,1397,0.27707259024196745
0.8,20,9312,295,25,1398,0.27727092423641414
0.8,21,9312,332,0,1025,0.20329234430781437
0.8,21,9312,332,1,1301,0.25803252677508925
0.8,21,9312,332,2,1383,0.2742959143197144
0.8,21,9312,332,3,1415,0.28064260214200715
0.8,21,9312,332,5,1448,0.28718762395874653
0.8,21,9312,332,9,1467,0.29095596985323285
0.8,21,9312,332,15,1473,0.29214597381991275
0.8,21,9312,332,25,1474,0.2923443078143594
0.8,22,9312,370,0,1174,0.23284410948036494
0.8,22,9312,370,1,1470,0.2915509718365728
0.8,22,9312,370,2,1561,0.3095993653312178
0.8,22,9312,370,3,1605,0.3183260610868703
0.8,22,9312,370,5,1642,0.32566441888139624
0.8,22,9312,370,9,1666,0.33042443474811584
0.8,22,9312,370,15,1673,0.33181277270924237
0.8,22,9312,370,25,1674,0.332011106703689
0.8,23,9312,359,0,1143,0.22669575565251884
0.8,23,9312,359,1,1442,0.28599761999206663
0.8,23,9312,359,2,1514,0.3002776675922253
0.8,23,9312,359,3,1553,0.3080126933756446
0.8,23,9312,359,5,1590,0.3153510511701706
0.8,23,9312,359,9,1615,0.32030940103133676
0.8,23,9312,359,15,1621,0.32149940499801666
0.8,23,9312,359,25,1622,0.3216977389924633
0.8,24,9312,327,0,1023,0.20289567631892105
0.8,24,9312,327,1,1302,0.2582308607695359
0.8,24,9312,327,2,1393,0.2762792542641809
0.8,24,9312,327,3,1436,0.28480761602538673
0.8,24,9312,327,5,1472,0.29194763982546607
0.8,24,9312,327,9,1489,0.29531931773105913
0.8,24,9312,327,15,1495,0.29650932169773897
0.8,24,9312,327,25,1495,0.29650932169773897
0.8,25,9312,380,0,1169,0.2318524395081317
0.8,25,9312,380,1,1465,0.29055930186433954
0.8,25,9312,380,2,1541,0.30563268544228483
0.8,25,9312,380,3,1583,0.313962713209044
0.8,25,9312,380,5,1625,0.32229274097580324
0.8,25,9312,380,9,1650,0.32725109083696946
0.8,25,9312,380,15,1657,0.328639428798096
0.8,25,9312,380,25,1658,0.3288377627925426
0.8500000000000001,1,9894,379,0,1138,0.2257040856802856
0.8500000000000001,1,9894,379,1,1439,0.2854026180087267
0.8500000000000001,1,9894,379,2,1516,0.3006743355811186
0.8500000000000001,1,9894,379,3,1560,0.3094010313367711
0.8500000000000001,1,9894,379,5,1600,0.31733439111463707
0.8500000000000001,1,9894,379,9,1621,0.32149940499801666
0.8500000000000001,1,9894,379,15,1628,0.3228877429591432
0.8500000000000001,1,9894,379,25,1629,0.3230860769535898
0.8500000000000001,2,9894,353,0,1128,0.22372074573581913
0.8500000000000001,2,9894,353,1,1411,0.27984926616422057
0.8500000000000001,2,9894,353,2,1488,0.29512098373661244
0.8500000000000001,2,9894,353,3,1525,0.30245934153113846
0.8500000000000001,2,9894,353,5,1568,0.3109877032923443
0.8500000000000001,2,9894,353,9,1595,0.3163427211424038
0.8500000000000001,2,9894,353,15,1601,0.3175327251090837
0.8500000000000001,2,9894,353,25,1602,0.31773105910353033
0.8500000000000001,3,9894,335,0,1059,0.21003570011900038
0.8500000000000001,3,9894,335,1,1339,0.2655692185640619
0.8500000000000001,3,9894,335,2,1416,0.2808409361364538
0.8500000000000001,3,9894,335,3,1459,0.28936929789765964
0.8500000000000001,3,9894,335,5,1498,0.2971043236810789
0.8500000000000001,3,9894,335,9,1519,0.30126933756445856
0.8500000000000001,3,9894,335,15,1521,0.3016660055533518
0.8500000000000001,3,9894,335,25,1522,0.3018643395477985
0.8500000000000001,4,9894,355,0,1083,0.21479571598571995
0.8500000000000001,4,9894,355,1,1382,0.27409758032526776
0.8500000000000001,4,9894,355,2,1442,0.28599761999206663
0.8500000000000001,4,9894,355,3,1479,0.2933359777865926
0.8500000000000001,4,9894,355,5,1508,0.2990876636255454
0.8500000000000001,4,9894,355,9,1525,0.30245934153113846
0.8500000000000001,4,9894,355,15,1527,0.3028560095200317
0.8500000000000001,4,9894,355,25,1528,0.3030543435144784
0.8500000000000001,5,9894,336,0,1069,0.2120190400634669
0.8500000000000001,5,9894,336,1,1407,0.27905593018643393
0.8500000000000001,5,9894,336,2,1495,0.29650932169773897
0.8500000000000001,5,9894,336,3,1531,0.3036493454978183
0.8500000000000001,5,9894,336,5,1559,0.3092026973423245
0.8500000000000001,5,9894,336,9,1580,0.31336771122570406
0.8500000000000001,5,9894,336,15,1587,0.31475604918683064
0.8500000000000001,5,9894,336,25,1588,0.3149543831812773
0.8500000000000001,6,9894,335,0,1093,0.21677905593018643
0.8500000000000001,6,9894,335,1,1377,0.2731059103530345
0.8500000000000001,6,9894,335,2,1448,0.28718762395874653
0.8500000000000001,6,9894,335,3,1492,0.295914319714399
0.8500000000000001,6,9894,335,5,1534,0.30424434748115825
0.8500000000000001,6,9894,335,9,1558,0.30900436334787784
0.8500000000000001,6,9894,335,15,1565,0.31039270130900437
0.8500000000000001,6,9894,335,25,1566,0.310591035303451
0.8500000000000001,7,9894,365,0,1156,0.22927409758032527
0.8500000000000001,7,9894,365,1,1452,0.2879809599365331
0.8500000000000001,7,9894,365,2,1523,0.30206267354224514
0.8500000000000001,7,9894,365,3,1564,0.31019436731455774
0.8500000000000001,7,9894,365,5,1606,0.3185243950813169
0.8500000000000001,7,9894,365,9,1630,0.3232844109480365
0.8500000000000001,7,9894,365,15,1636,0.3244744149147164
0.8500000000000001,7,9894,365,25,1637,0.32467274890916303
0.8500000000000001,8,9894,360,0,1136,0.22530741769139231
0.8500000000000001,8,9894,360,1,1416,0.2808409361364538
0.8500000000000001,8,9894,360,2,1490,0.29551765172550576
0.8500000000000001,8,9894,360,3,1529,0.30325267750892504
0.8500000000000001,8,9894,360,5,1569,0.31118603728679095
0.8500000000000001,8,9894,360,9,1590,0.3153510511701706
0.8500000000000001,8,9894,360,15,1597,0.3167393891312971
0.8500000000000001,8,9894,360,25,1598,0.31693772312574375
0.8500000000000001,9,9894,375,0,1169,0.2318524395081317
0.8500000000000001,9,9894,375,1,1481,0.2937326457754859
0.8500000000000001,9,9894,375,2,1551,0.3076160253867513
0.8500000000000001,9,9894,375,3,1593,0.3159460531535105
0.8500000000000001,9,9894,375,5,1625,0.32229274097580324
0.8500000000000001,9,9894,375,9,1645,0.3262594208647362
0.8500000000000001,9,9894,375,15,1652,0.3276477588258628
0.8500000000000001,9,9894,375,25,1653,0.3278460928203094
0.8500000000000001,10,9894,351,0,1080,0.21420071400238
0.8500000000000001,10,9894,351,1,1360,0.2697342324474415
0.8500000000000001,10,9894,351,2,1459,0.28936929789765964
0.8500000000000001,10,9894,351,3,1500,0.29750099166997224
0.8500000000000001,10,9894,351,5,1542,0.30583101943673147
0.8500000000000001,10,9894,351,9,1567,0.31078936929789763
0.8500000000000001,10,9894,351,15,1574,0.3121777072590242
0.8500000000000001,10,9894,351,25,1575,0.31237604125347085
0.8500000000000001,11,9894,348,0,1150,0.22808409361364537
0.8500000000000001,11,9894,348,1,1451,0.2877826259420865
0.8500000000000001,11,9894,348,2,1517,0.30087266957556524
0.8500000000000001,11,9894,348,3,1559,0.3092026973423245
0.8500000000000001,11,9894,348,5,1592,0.31574771915906386
0.8500000000000001,11,9894,348,9,1610,0.31931773105910355
0.8500000000000001,11,9894,348,15,1617,0.3207060690202301
0.8500000000000001,11,9894,348,25,1618,0.3209044030146767
0.8500000000000001,12,9894,333,0,1116,0.22134073780245933
0.8500000000000001,12,9894,333,1,1417,0.2810392701309004
0.8500000000000001,12,9894,333,2,1490,0.29551765172550576
0.8500000000000001,12,9894,333,3,1531,0.3036493454978183
0.8500000000000001,12,9894,333,5,1573,0.31197937326457753
0.8500000000000001,12,9894,333,9,1598,0.31693772312574375
0.8500000000000001,12,9894,333,15,1605,0.3183260610868703
0.8500000000000001,12,9894,333,25,1606,0.3185243950813169
0.8500000000000001,13,9894,300,0,1026,0.203490678302261
0.8500000000000001,13,9894,300,1,1300,0.2578341927806426
0.8500000000000001,13,9894,300,2,1386,0.27489091630305434
0.8500000000000001,13,9894,300,3,1424,0.282427608092027
0.8500000000000001,13,9894,300,5,1467,0.29095596985323285
0.8500000000000001,13,9894,300,9,1490,0.29551765172550576
0.8500000000000001,13,9894,300,15,1497,0.2969059896866323
0.8500000000000001,13,9894,300,25,1498,0.2971043236810789
0.8500000000000001,14,9894,385,0,1168,0.23165410551368504
0.8500000000000001,14,9894,385,1,1465,0.29055930186433954
0.8500000000000001,14,9894,385,2,1534,0.30424434748115825
0.8500000000000001,14,9894,385,3,1577,0.31277270924236417
0.8500000000000001,14,9894,385,5,1609,0.31911939706465686
0.8500000000000001,14,9894,385,9,1632,0.32368107893692977
0.8500000000000001,14,9894,385,15,1639,0.32506941689805635
0.8500000000000001,14,9894,385,25,1640,0.325267750892503
0.8500000000000001,15,9894,292,0,977,0.19377231257437524
0.8500000000000001,15,9894,292,1,1262,0.25029750099167
0.8500000000000001,15,9894,292,2,1352,0.26814756049186833
0.8500000000000001,15,9894,292,3,1379,0.2735025783419278
0.8500000000000001,15,9894,292,5,1408,0.2792542641808806
0.8500000000000001,15,9894,292,9,1432,0.28401428004760015
0.8500000000000001,15,9894,292,15,1439,0.2854026180087267
0.8500000000000001,15,9894,292,25,1440,0.28560095200317337
0.8500000000000001,16,9894,365,0,1118,0.22173740579135265
0.8500000000000001,16,9894,365,1,1384,0.274494248314161
0.8500000000000001,16,9894,365,2,1452,0.2879809599365331
0.8500000000000001,16,9894,365,3,1491,0.2957159857199524
0.8500000000000001,16,9894,365,5,1533,0.3040460134867116
0.8500000000000001,16,9894,365,9,1557,0.30880602935343116
0.8500000000000001,16,9894,365,15,1564,0.31019436731455774
0.8500000000000001,16,9894,365,25,1565,0.31039270130900437
0.8500000000000001,17,9894,290,0,997,0.1977389924633082
0.8500000000000001,17,9894,290,1,1302,0.2582308607695359
0.8500000000000001,17,9894,290,2,1372,0.2721142403808013
0.8500000000000001,17,9894,290,3,1406,0.2788575961919873
0.8500000000000001,17,9894,290,5,1441,0.28579928599762
0.8500000000000001,17,9894,290,9,1465,0.29055930186433954
0.8500000000000001,17,9894,290,15,1472,0.29194763982546607
0.8500000000000001,17,9894,290,25,1473,0.29214597381991275
0.8500000000000001,18,9894,348,0,1090,0.21618405394684648
0.8500000000000001,18,9894,348,1,1394,0.2764775882586275
0.8500000000000001,18,9894,348,2,1469,0.2913526378421261
0.8500000000000001,18,9894,348,3,1509,0.2992859976199921
0.8500000000000001,18,9894,348,5,1548,0.30702102340341136
0.8500000000000001,18,9894,348,9,1572,0.3117810392701309
0.8500000000000001,18,9894,348,15,1579,0.31316937723125743
0.8500000000000001,18,9894,348,25,1580,0.31336771122570406
0.8500000000000001,19,9894,386,0,1199,0.23780245934153113
0.8500000000000001,19,9894,386,1,1500,0.29750099166997224
0.8500000000000001,19,9894,386,2,1585,0.3143593811979373
0.8500000000000001,19,9894,386,3,1628,0.3228877429591432
0.8500000000000001,19,9894,386,5,1661,0.32943276477588257
0.8500000000000001,19,9894,386,9,1685,0.33419278064260216
0.8500000000000001,19,9894,386,15,1692,0.3355811186037287
0.8500000000000001,19,9894,386,25,1693,0.3357794525981753
0.8500000000000001,20,9894,368,0,1111,0.2203490678302261
0.8500000000000001,20,9894,368,1,1426,0.28282427608092026
0.8500000000000001,20,9894,368,2,1521,0.3016660055533518
0.8500000000000001,20,9894,368,3,1564,0.31019436731455774
0.8500000000000001,20,9894,368,5,1596,0.31654105513685044
0.8500000000000001,20,9894,368,9,1620,0.32130107100357
0.8500000000000001,20,9894,368,15,1627,0.32268940896469656
0.8500000000000001,20,9894,368,25,1628,0.3228877429591432
0.8500000000000001,21,9894,370,0,1134,0.224910749702499
0.8500000000000001,21,9894,370,1,1420,0.28163427211424036
0.8500000000000001,21,9894,370,2,1483,0.29412931376437923
0.8500000000000001,21,9894,370,3,1527,0.3028560095200317
0.8500000000000001,21,9894,370,5,1564,0.31019436731455774
0.8500000000000001,21,9894,370,9,1578,0.3129710432368108
0.8500000000000001,21,9894,370,15,1585,0.3143593811979373
0.8500000000000001,21,9894,370,25,1586,0.31455771519238396
0.8500000000000001,22,9894,360,0,1117,0.221539071796906
0.8500000000000001,22,9894,360,1,1418,0.2812376041253471
0.8500000000000001,22,9894,360,2,1493,0.2961126537088457
0.8500000000000001,22,9894,360,3,1534,0.30424434748115825
0.8500000000000001,22,9894,360,5,1578,0.3129710432368108
0.8500000000000001,22,9894,360,9,1602,0.31773105910353033
0.8500000000000001,22,9894,360,15,1609,0.31911939706465686
0.8500000000000001,22,9894,360,25,1610,0.31931773105910355
0.8500000000000001,23,9894,324,0,1080,0.21420071400238
0.8500000000000001,23,9894,324,1,1385,0.2746925823086077
0.8500000000000001,23,9894,324,2,1460,0.2895676318921063
0.8500000000000001,23,9894,324,3,1499,0.2973026576755256
0.8500000000000001,23,9894,324,5,1541,0.30563268544228483
0.8500000000000001,23,9894,324,9,1566,0.310591035303451
0.8500000000000001,23,9894,324,15,1573,0.31197937326457753
0.8500000000000001,23,9894,324,25,1574,0.3121777072590242
0.8500000000000001,24,9894,361,0,1140,0.2261007536691789
0.8500000000000001,24,9894,361,1,1464,0.2903609678698929
0.8500000000000001,24,9894,361,2,1533,0.3040460134867116
0.8500000000000001,24,9894,361,3,1576,0.3125743752479175
0.8500000000000001,24,9894,361,5,1617,0.3207060690202301
0.8500000000000001,24,9894,361,9,1641,0.3254660848869496
0.8500000000000001,24,9894,361,15,1648,0.32685442284807614
0.8500000000000001,24,9894,361,25,1649,0.32705275684252283
0.8500000000000001,25,9894,355,0,1109,0.2199523998413328
0.8500000000000001,25,9894,355,1,1407,0.27905593018643393
0.8500000000000001,25,9894,355,2,1495,0.29650932169773897
0.8500000000000001,25,9894,355,3,1536,0.30464101547005157
0.8500000000000001,25,9894,355,5,1575,0.31237604125347085
0.8500000000000001,25,9894,355,9,1594,0.3161443871479572
0.8500000000000001,25,9894,355,15,1601,0.3175327251090837
0.8500000000000001,25,9894,355,25,1602,0.31773105910353033
0.9000000000000001,1,10476,340,0,1122,0.22253074176913923
0.9000000000000001,1,10476,340,1,1443,0.28619595398651326
0.9000000000000001,1,10476,340,2,1511,0.29968266560888535
0.9000000000000001,1,10476,340,3,1552,0.30781435938119794
0.9000000000000001,1,10476,340,5,1591,0.3155493851646172
0.9000000000000001,1,10476,340,9,1611,0.3195160650535502
0.9000000000000001,1,10476,340,15,1618,0.3209044030146767
0.9000000000000001,1,10476,340,25,1619,0.32110273700912334
0.9000000000000001,2,10476,359,0,1161,0.2302657675525585
0.9000000000000001,2,10476,359,1,1480,0.2935343117810393
0.9000000000000001,2,10476,359,2,1550,0.3074176913923046
0.9000000000000001,2,10476,359,3,1593,0.3159460531535105
0.9000000000000001,2,10476,359,5,1625,0.32229274097580324
0.9000000000000001,2,10476,359,9,1650,0.32725109083696946
0.9000000000000001,2,10476,359,15,1657,0.328639428798096
0.9000000000000001,2,10476,359,25,1658,0.3288377627925426
0.9000000000000001,3,10476,346,0,1135,0.22510908369694566
0.9000000000000001,3,10476,346,1,1431,0.2838159460531535
0.9000000000000001,3,10476,346,2,1507,0.29888932963109877
0.9000000000000001,3,10476,346,3,1552,0.30781435938119794
0.9000000000000001,3,10476,346,5,1593,0.3159460531535105
0.9000000000000001,3,10476,346,9,1616,0.32050773502578345
0.9000000000000001,3,10476,346,15,1623,0.32189607298691
0.9000000000000001,3,10476,346,25,1624,0.3220944069813566
0.9000000000000001,4,10476,377,0,1168,0.23165410551368504
0.9000000000000001,4,10476,377,1,1447,0.2869892899642999
0.9000000000000001,4,10476,377,2,1502,0.29789765965886555
0.9000000000000001,4,10476,377,3,1544,0.30622768742562473
0.9000000000000001,4,10476,377,5,1570,0.3113843712812376
0.9000000000000001,4,10476,377,9,1594,0.3161443871479572
0.9000000000000001,4,10476,377,15,1601,0.3175327251090837
0.9000000000000001,4,10476,377,25,1602,0.31773105910353033
0.9000000000000001,5,10476,386,0,1194,0.2368107893692979
0.9000000000000001,5,10476,386,1,1504,0.2982943276477588
0.9000000000000001,5,10476,386,2,1580,0.31336771122570406
0.9000000000000001,5,10476,386,3,1624,0.3220944069813566
0.9000000000000001,5,10476,386,5,1666,0.33042443474811584
0.9000000000000001,5,10476,386,9,1691,0.33538278460928206
0.9000000000000001,5,10476,386,15,1698,0.3367711225704086
0.9000000000000001,5,10476,386,25,1699,0.3369694565648552
0.9000000000000001,6,10476,384,0,1186,0.2352241174137247
0.9000000000000001,6,10476,384,1,1493,0.2961126537088457
0.9000000000000001,6,10476,384,2,1569,0.31118603728679095
0.9000000000000001,6,10476,384,3,1613,0.3199127330424435
0.9000000000000001,6,10476,384,5,1654,0.32804442681475604
0.9000000000000001,6,10476,384,9,1678,0.33280444268147563
0.9000000000000001,6,10476,384,15,1685,0.33419278064260216
0.9000000000000001,6,10476,384,25,1686,0.3343911146370488
0.9000000000000001,7,10476,364,0,1104,0.21896072986909956
0.9000000000000001,7,10476,364,1,1396,0.2768742562475208
0.9000000000000001,7,10476,364,2,1469,0.2913526378421261
0.9000000000000001,7,10476,364,3,1508,0.2990876636255454
0.9000000000000001,7,10476,364,5,1541,0.30563268544228483
0.9000000000000001,7,10476,364,9,1566,0.310591035303451
0.9000000000000001,7,10476,364,15,1573,0.31197937326457753
0.9000000000000001,7,10476,364,25,1574,0.3121777072590242
0.9000000000000001,8,10476,344,0,1094,0.21697738992463309
0.9000000000000001,8,10476,344,1,1393,0.2762792542641809
0.9000000000000001,8,10476,344,2,1460,0.2895676318921063
0.9000000000000001,8,10476,344,3,1495,0.29650932169773897
0.9000000000000001,8,10476,344,5,1524,0.3022610075366918
0.9000000000000001,8,10476,344,9,1546,0.30662435541451805
0.9000000000000001,8,10476,344,15,1548,0.30702102340341136
0.9000000000000001,8,10476,344,25,1549,0.307219357397858
0.9000000000000001,9,10476,386,0,1194,0.2368107893692979
0.9000000000000001,9,10476,386,1,1502,0.29789765965886555
0.9000000000000001,9,10476,386,2,1573,0.31197937326457753
0.9000000000000001,9,10476,386,3,1615,0.32030940103133676
0.9000000000000001,9,10476,386,5,1649,0.32705275684252283
0.9000000000000001,9,10476,386,9,1674,0.332011106703689
0.9000000000000001,9,10476,386,15,1681,0.3333994446648155
0.9000000000000001,9,10476,386,25,1682,0.3335977786592622
0.9000000000000001,10,10476,363,0,1102,0.21856406188020627
0.9000000000000001,10,10476,363,1,1362,0.2701309004363348
0.9000000000000001,10,10476,363,2,1439,0.2854026180087267
0.9000000000000001,10,10476,363,3,1480,0.2935343117810393
0.9000000000000001,10,10476,363,5,1525,0.30245934153113846
0.9000000000000001,10,10476,363,9,1552,0.30781435938119794
0.9000000000000001,10,10476,363,15,1558,0.30900436334787784
0.9000000000000001,10,10476,363,25,1559,0.3092026973423245
0.9000000000000001,11,10476,335,0,1107,0.2195557318524395
0.9000000000000001,11,10476,335,1,1399,0.27746925823086077
0.9000000000000001,11,10476,335,2,1471,0.29174930583101943
0.9000000000000001,11,10476,335,3,1510,0.2994843316144387
0.9000000000000001,11,10476,335,5,1547,0.3068226894089647
0.9000000000000001,11,10476,335,9,1571,0.31158270527568427
0.9000000000000001,11,10476,335,15,1578,0.3129710432368108
0.9000000000000001,11,10476,335,25,1579,0.31316937723125743
0.9000000000000001,12,10476,382,0,1179,0.23383577945259817
0.9000000000000001,12,10476,382,1,1477,0.29293930979769933
0.9000000000000001,12,10476,382,2,1558,0.30900436334787784
0.9000000000000001,12,10476,382,3,1600,0.31733439111463707
0.9000000000000001,12,10476,382,5,1642,0.32566441888139624
0.9000000000000001,12,10476,382,9,1667,0.33062276874256247
0.9000000000000001,12,10476,382,15,1674,0.332011106703689
0.9000000000000001,12,10476,382,25,1675,0.3322094406981357
0.9000000000000001,13,10476,350,0,1076,0.21340737802459342
0.9000000000000001,13,10476,350,1,1377,0.2731059103530345
0.9000000000000001,13,10476,350,2,1446,0.2867909559698532
0.9000000000000001,13,10476,350,3,1484,0.29432764775882586
0.9000000000000001,13,10476,350,5,1521,0.3016660055533518
0.9000000000000001,13,10476,350,9,1543,0.3060293534311781
0.9000000000000001,13,10476,350,15,1545,0.3064260214200714
0.9000000000000001,13,10476,350,25,1546,0.30662435541451805
0.9000000000000001,14,10476,375,0,1192,0.2364141213804046
0.9000000000000001,14,10476,375,1,1497,0.2969059896866323
0.9000000000000001,14,10476,375,2,1566,0.310591035303451
0.9000000000000001,14,10476,375,3,1609,0.31911939706465686
0.9000000000000001,14,10476,375,5,1644,0.32606108687028956
0.9000000000000001,14,10476,375,9,1662,0.32963109877032926
0.9000000000000001,14,10476,375,15,1669,0.3310194367314558
0.9000000000000001,14,10476,375,25,1670,0.3312177707259024
0.9000000000000001,15,10476,394,0,1217,0.2413724712415708
0.9000000000000001,15,10476,394,1,1534,0.30424434748115825
0.9000000000000001,15,10476,394,2,1611,0.3195160650535502
0.9000000000000001,15,10476,394,3,1653,0.3278460928203094
0.9000000000000001,15,10476,394,5,1695,0.33617612058706864
0.9000000000000001,15,10476,394,9,1720,0.3411344704482348
0.9000000000000001,15,10476,394,15,1727,0.3425228084093614
0.9000000000000001,15,10476,394,25,1728,0.342721142403808
0.9000000000000001,16,10476,369,0,1161,0.2302657675525585
0.9000000000000001,16,10476,369,1,1480,0.2935343117810393
0.9000000000000001,16,10476,369,2,1559,0.3092026973423245
0.9000000000000001,16,10476,369,3,1603,0.317929393097977
0.9000000000000001,16,10476,369,5,1647,0.3266560888536295
0.9000000000000001,16,10476,369,9,1671,0.33141610472034905
0.9000000000000001,16,10476,369,15,1678,0.33280444268147563
0.9000000000000001,16,10476,369,25,1679,0.33300277667592226
0.9000000000000001,17,10476,347,0,1050,0.20825069416898057
0.9000000000000001,17,10476,347,1,1321,0.2619992066640222
0.9000000000000001,17,10476,347,2,1374,0.27251090836969455
0.9000000000000001,17,10476,347,3,1409,0.27945259817532725
0.9000000000000001,17,10476,347,5,1447,0.2869892899642999
0.9000000000000001,17,10476,347,9,1466,0.2907576358587862
0.9000000000000001,17,10476,347,15,1468,0.2911543038476795
0.9000000000000001,17,10476,347,25,1469,0.2913526378421261
0.9000000000000001,18,10476,374,0,1156,0.22927409758032527
0.9000000000000001,18,10476,374,1,1432,0.28401428004760015
0.9000000000000001,18,10476,374,2,1504,0.2982943276477588
0.9000000000000001,18,10476,374,3,1545,0.3064260214200714
0.9000000000000001,18,10476,374,5,1586,0.31455771519238396
0.9000000000000001,18,10476,374,9,1610,0.31931773105910355
0.9000000000000001,18,10476,374,15,1617,0.3207060690202301
0.9000000000000001,18,10476,374,25,1618,0.3209044030146767
0.9000000000000001,19,10476,386,0,1199,0.23780245934153113
0.9000000000000001,19,10476,386,1,1504,0.2982943276477588
0.9000000000000001,19,10476,386,2,1574,0.3121777072590242
0.9000000000000001,19,10476,386,3,1614,0.32011106703689013
0.9000000000000001,19,10476,386,5,1656,0.32844109480364936
0.9000000000000001,19,10476,386,9,1680,0.3332011106703689
0.9000000000000001,19,10476,386,15,1687,0.3345894486314954
0.9000000000000001,19,10476,386,25,1688,0.3347877826259421
0.9000000000000001,20,10476,334,0,1032,0.2046806822689409
0.9000000000000001,20,10476,334,1,1287,0.2552558508528362
0.9000000000000001,20,10476,334,2,1354,0.2685442284807616
0.9000000000000001,20,10476,334,3,1389,0.2754859182863943
0.9000000000000001,20,10476,334,5,1430,0.28361761205870684
0.9000000000000001,20,10476,334,9,1454,0.2883776279254264
0.9000000000000001,20,10476,334,15,1461,0.28976596588655296
0.9000000000000001,20,10476,334,25,1462,0.2899642998809996
0.9000000000000001,21,10476,336,0,1074,0.21301071003570013
0.9000000000000001,21,10476,336,1,1370,0.27171757239190797
0.9000000000000001,21,10476,336,2,1432,0.28401428004760015
0.9000000000000001,21,10476,336,3,1470,0.2915509718365728
0.9000000000000001,21,10476,336,5,1500,0.29750099166997224
0.9000000000000001,21,10476,336,9,1521,0.3016660055533518
0.9000000000000001,21,10476,336,15,1523,0.30206267354224514
0.9000000000000001,21,10476,336,25,1524,0.3022610075366918
0.9000000000000001,22,10476,322,0,1116,0.22134073780245933
0.9000000000000001,22,10476,322,1,1447,0.2869892899642999
0.9000000000000001,22,10476,322,2,1521,0.3016660055533518
0.9000000000000001,22,10476,322,3,1561,0.3095993653312178
0.9000000000000001,22,10476,322,5,1602,0.31773105910353033
0.9000000000000001,22,10476,322,9,1627,0.32268940896469656
0.9000000000000001,22,10476,322,15,1634,0.3240777469258231
0.9000000000000001,22,10476,322,25,1635,0.3242760809202697
0.9000000000000001,23,10476,377,0,1185,0.23502578341927807
0.9000000000000001,23,10476,377,1,1491,0.2957159857199524
0.9000000000000001,23,10476,377,2,1560,0.3094010313367711
0.9000000000000001,23,10476,377,3,1602,0.31773105910353033
0.9000000000000001,23,10476,377,5,1635,0.3242760809202697
0.9000000000000001,23,10476,377,9,1659,0.3290360967869893
0.9000000000000001,23,10476,377,15,1666,0.33042443474811584
0.9000000000000001,23,10476,377,25,1667,0.33062276874256247
0.9000000000000001,24,10476,297,0,1002,0.19873066243554144
0.9000000000000001,24,10476,297,1,1271,0.2520825069416898
0.9000000000000001,24,10476,297,2,1334,0.26457754859182864
0.9000000000000001,24,10476,297,3,1371,0.2719159063863546
0.9000000000000001,24,10476,297,5,1404,0.27846092820309404
0.9000000000000001,24,10476,297,9,1419,0.2814359381197937
0.9000000000000001,24,10476,297,15,1425,0.2826259420864736
0.9000000000000001,24,10476,297,25,1426,0.28282427608092026
0.9000000000000001,25,10476,365,0,1171,0.232249107497025
0.9000000000000001,25,10476,365,1,1514,0.3002776675922253
0.9000000000000001,25,10476,365,2,1587,0.31475604918683064
0.9000000000000001,25,10476,365,3,1633,0.32387941293137645
0.9000000000000001,25,10476,365,5,1676,0.3324077746925823
0.9000000000000001,25,10476,365,9,1701,0.33736612455374854
0.9000000000000001,25,10476,365,15,1708,0.33875446251487507
0.9000000000000001,25,10476,365,25,1709,0.3389527965093217
0.9500000000000001,1,11058,394,0,1219,0.24176913923046411
0.9500000000000001,1,11058,394,1,1534,0.30424434748115825
0.9500000000000001,1,11058,394,2,1613,0.3199127330424435
0.9500000000000001,1,11058,394,3,1657,0.328639428798096
0.9500000000000001,1,11058,394,5,1701,0.33736612455374854
0.9500000000000001,1,11058,394,9,1726,0.3423244744149147
0.9500000000000001,1,11058,394,15,1733,0.34371281237604123
0.9500000000000001,1,11058,394,25,1734,0.3439111463704879
0.9500000000000001,2,11058,397,0,1206,0.2391907973026577
0.9500000000000001,2,11058,397,1,1512,0.29988099960333203
0.9500000000000001,2,11058,397,2,1587,0.31475604918683064
0.9500000000000001,2,11058,397,3,1627,0.32268940896469656
0.9500000000000001,2,11058,397,5,1669,0.3310194367314558
0.9500000000000001,2,11058,397,9,1694,0.33597778659262195
0.9500000000000001,2,11058,397,15,1700,0.33716779055930185
